reciter,surah,ayah,word_idx,start_ms,end_ms,multiword_segment,audio_path
Saood_ash-Shuraym_128kbps,88,15,1,1020,1790,0,Saood_ash-Shuraym_128kbps/088015.wav
Abdul_Basit_Murattal_64kbps,88,16,0,400,1890,0,Abdul_Basit_Murattal_64kbps/088016.wav
Abdul_Basit_Murattal_64kbps,88,16,1,1900,3360,0,Abdul_Basit_Murattal_64kbps/088016.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,16,0,40,1420,0,Abu_Bakr_Ash-Shaatree_128kbps/088016.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,16,1,1430,2780,0,Abu_Bakr_Ash-Shaatree_128kbps/088016.wav
Alafasy_128kbps,88,16,0,30,1490,0,Alafasy_128kbps/088016.wav
Alafasy_128kbps,88,16,1,1500,2770,0,Alafasy_128kbps/088016.wav
Hani_Rifai_192kbps,88,16,0,550,1680,0,Hani_Rifai_192kbps/088016.wav
Hani_Rifai_192kbps,88,16,1,1690,3320,0,Hani_Rifai_192kbps/088016.wav
Husary_64kbps,88,16,0,450,3190,0,Husary_64kbps/088016.wav
Husary_64kbps,88,16,1,3200,5620,0,Husary_64kbps/088016.wav
Minshawy_Murattal_128kbps,88,16,0,300,2290,0,Minshawy_Murattal_128kbps/088016.wav
Minshawy_Murattal_128kbps,88,16,1,2300,4080,0,Minshawy_Murattal_128kbps/088016.wav
Mohammad_al_Tablaway_128kbps,88,16,0,550,3030,0,Mohammad_al_Tablaway_128kbps/088016.wav
Mohammad_al_Tablaway_128kbps,88,16,1,3040,4800,0,Mohammad_al_Tablaway_128kbps/088016.wav
Saood_ash-Shuraym_128kbps,88,16,0,70,1130,0,Saood_ash-Shuraym_128kbps/088016.wav
Saood_ash-Shuraym_128kbps,88,16,1,1140,1970,0,Saood_ash-Shuraym_128kbps/088016.wav
Abdul_Basit_Murattal_64kbps,88,17,0,650,1390,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,17,1,1400,3470,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,17,2,3480,3880,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,17,3,3890,4780,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,17,4,4790,5420,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,17,5,5430,6560,0,Abdul_Basit_Murattal_64kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,0,200,910,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,1,920,2560,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,2,2570,2910,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,3,2920,3720,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,4,3730,4330,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,17,5,4340,5100,0,Abu_Bakr_Ash-Shaatree_128kbps/088017.wav
Alafasy_128kbps,88,17,0,30,790,0,Alafasy_128kbps/088017.wav
Alafasy_128kbps,88,17,1,800,2720,0,Alafasy_128kbps/088017.wav
Alafasy_128kbps,88,17,2,2730,3080,0,Alafasy_128kbps/088017.wav
Alafasy_128kbps,88,17,3,3090,3950,0,Alafasy_128kbps/088017.wav
Alafasy_128kbps,88,17,4,3960,4550,0,Alafasy_128kbps/088017.wav
Alafasy_128kbps,88,17,5,4560,5480,0,Alafasy_128kbps/088017.wav
Hani_Rifai_192kbps,88,17,0,300,1090,0,Hani_Rifai_192kbps/088017.wav
Hani_Rifai_192kbps,88,17,1,1100,2560,0,Hani_Rifai_192kbps/088017.wav
Hani_Rifai_192kbps,88,17,2,2570,2930,0,Hani_Rifai_192kbps/088017.wav
Hani_Rifai_192kbps,88,17,3,2940,3690,0,Hani_Rifai_192kbps/088017.wav
Hani_Rifai_192kbps,88,17,4,3700,4370,0,Hani_Rifai_192kbps/088017.wav
Hani_Rifai_192kbps,88,17,5,4380,5170,0,Hani_Rifai_192kbps/088017.wav
Husary_64kbps,88,17,0,750,2070,0,Husary_64kbps/088017.wav
Husary_64kbps,88,17,1,2080,4630,0,Husary_64kbps/088017.wav
Husary_64kbps,88,17,2,4640,5350,0,Husary_64kbps/088017.wav
Husary_64kbps,88,17,3,5360,6830,0,Husary_64kbps/088017.wav
Husary_64kbps,88,17,4,6840,8020,0,Husary_64kbps/088017.wav
Husary_64kbps,88,17,5,8030,9690,0,Husary_64kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,0,250,1300,0,Minshawy_Murattal_128kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,1,1310,3650,0,Minshawy_Murattal_128kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,2,3660,4170,0,Minshawy_Murattal_128kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,3,4180,5390,0,Minshawy_Murattal_128kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,4,5400,6250,0,Minshawy_Murattal_128kbps/088017.wav
Minshawy_Murattal_128kbps,88,17,5,6260,7390,0,Minshawy_Murattal_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,0,450,1660,0,Mohammad_al_Tablaway_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,1,1670,4400,0,Mohammad_al_Tablaway_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,2,4410,5120,0,Mohammad_al_Tablaway_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,3,5130,6420,0,Mohammad_al_Tablaway_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,4,6430,7500,0,Mohammad_al_Tablaway_128kbps/088017.wav
Mohammad_al_Tablaway_128kbps,88,17,5,7510,8940,0,Mohammad_al_Tablaway_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,0,100,630,0,Saood_ash-Shuraym_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,1,640,1700,0,Saood_ash-Shuraym_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,2,1710,1980,0,Saood_ash-Shuraym_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,3,1990,2580,0,Saood_ash-Shuraym_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,4,2590,3010,0,Saood_ash-Shuraym_128kbps/088017.wav
Saood_ash-Shuraym_128kbps,88,17,5,3020,3680,0,Saood_ash-Shuraym_128kbps/088017.wav
Abdul_Basit_Murattal_64kbps,88,18,0,550,1060,0,Abdul_Basit_Murattal_64kbps/088018.wav
Abdul_Basit_Murattal_64kbps,88,18,1,1070,3320,0,Abdul_Basit_Murattal_64kbps/088018.wav
Abdul_Basit_Murattal_64kbps,88,18,2,3330,3940,0,Abdul_Basit_Murattal_64kbps/088018.wav
Abdul_Basit_Murattal_64kbps,88,18,3,3950,5170,0,Abdul_Basit_Murattal_64kbps/088018.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,18,0,140,710,0,Abu_Bakr_Ash-Shaatree_128kbps/088018.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,18,1,720,2460,0,Abu_Bakr_Ash-Shaatree_128kbps/088018.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,18,2,2470,3050,0,Abu_Bakr_Ash-Shaatree_128kbps/088018.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,18,3,3060,3800,0,Abu_Bakr_Ash-Shaatree_128kbps/088018.wav
Alafasy_128kbps,88,18,0,30,540,0,Alafasy_128kbps/088018.wav
Alafasy_128kbps,88,18,1,550,3120,0,Alafasy_128kbps/088018.wav
Alafasy_128kbps,88,18,2,3130,3720,0,Alafasy_128kbps/088018.wav
Alafasy_128kbps,88,18,3,3730,4600,0,Alafasy_128kbps/088018.wav
Hani_Rifai_192kbps,88,18,0,200,780,0,Hani_Rifai_192kbps/088018.wav
Hani_Rifai_192kbps,88,18,1,790,2320,0,Hani_Rifai_192kbps/088018.wav
Hani_Rifai_192kbps,88,18,2,2330,3010,0,Hani_Rifai_192kbps/088018.wav
Hani_Rifai_192kbps,88,18,3,3020,3890,0,Hani_Rifai_192kbps/088018.wav
Husary_64kbps,88,18,0,1200,2090,0,Husary_64kbps/088018.wav
Husary_64kbps,88,18,1,2100,4810,0,Husary_64kbps/088018.wav
Husary_64kbps,88,18,2,4820,5930,0,Husary_64kbps/088018.wav
Husary_64kbps,88,18,3,5940,7600,0,Husary_64kbps/088018.wav
Minshawy_Murattal_128kbps,88,18,0,450,1120,0,Minshawy_Murattal_128kbps/088018.wav
Minshawy_Murattal_128kbps,88,18,1,1130,3760,0,Minshawy_Murattal_128kbps/088018.wav
Minshawy_Murattal_128kbps,88,18,2,3770,4610,0,Minshawy_Murattal_128kbps/088018.wav
Minshawy_Murattal_128kbps,88,18,3,4620,5800,0,Minshawy_Murattal_128kbps/088018.wav
Mohammad_al_Tablaway_128kbps,88,18,0,400,1350,0,Mohammad_al_Tablaway_128kbps/088018.wav
Mohammad_al_Tablaway_128kbps,88,18,1,1360,4340,0,Mohammad_al_Tablaway_128kbps/088018.wav
Mohammad_al_Tablaway_128kbps,88,18,2,4350,5430,0,Mohammad_al_Tablaway_128kbps/088018.wav
Mohammad_al_Tablaway_128kbps,88,18,3,5440,6770,0,Mohammad_al_Tablaway_128kbps/088018.wav
Saood_ash-Shuraym_128kbps,88,18,0,70,490,0,Saood_ash-Shuraym_128kbps/088018.wav
Saood_ash-Shuraym_128kbps,88,18,1,500,1890,0,Saood_ash-Shuraym_128kbps/088018.wav
Saood_ash-Shuraym_128kbps,88,18,2,1900,2330,0,Saood_ash-Shuraym_128kbps/088018.wav
Saood_ash-Shuraym_128kbps,88,18,3,2340,2960,0,Saood_ash-Shuraym_128kbps/088018.wav
Abdul_Basit_Murattal_64kbps,88,19,0,550,1120,0,Abdul_Basit_Murattal_64kbps/088019.wav
Abdul_Basit_Murattal_64kbps,88,19,1,1130,2210,0,Abdul_Basit_Murattal_64kbps/088019.wav
Abdul_Basit_Murattal_64kbps,88,19,2,2220,2910,0,Abdul_Basit_Murattal_64kbps/088019.wav
Abdul_Basit_Murattal_64kbps,88,19,3,2920,3980,0,Abdul_Basit_Murattal_64kbps/088019.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,19,0,160,680,0,Abu_Bakr_Ash-Shaatree_128kbps/088019.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,19,1,690,1620,0,Abu_Bakr_Ash-Shaatree_128kbps/088019.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,19,2,1630,2320,0,Abu_Bakr_Ash-Shaatree_128kbps/088019.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,19,3,2330,3080,0,Abu_Bakr_Ash-Shaatree_128kbps/088019.wav
Alafasy_128kbps,88,19,0,30,550,0,Alafasy_128kbps/088019.wav
Alafasy_128kbps,88,19,1,560,1620,0,Alafasy_128kbps/088019.wav
Alafasy_128kbps,88,19,2,1630,2290,0,Alafasy_128kbps/088019.wav
Alafasy_128kbps,88,19,3,2300,3110,0,Alafasy_128kbps/088019.wav
Hani_Rifai_192kbps,88,19,0,260,780,0,Hani_Rifai_192kbps/088019.wav
Hani_Rifai_192kbps,88,19,1,790,1740,0,Hani_Rifai_192kbps/088019.wav
Hani_Rifai_192kbps,88,19,2,1750,2460,0,Hani_Rifai_192kbps/088019.wav
Hani_Rifai_192kbps,88,19,3,2470,3110,0,Hani_Rifai_192kbps/088019.wav
Husary_64kbps,88,19,0,480,1360,0,Husary_64kbps/088019.wav
Husary_64kbps,88,19,1,1370,3250,0,Husary_64kbps/088019.wav
Husary_64kbps,88,19,2,3260,4410,0,Husary_64kbps/088019.wav
Husary_64kbps,88,19,3,4420,6050,0,Husary_64kbps/088019.wav
Minshawy_Murattal_128kbps,88,19,0,150,890,0,Minshawy_Murattal_128kbps/088019.wav
Minshawy_Murattal_128kbps,88,19,1,900,2410,0,Minshawy_Murattal_128kbps/088019.wav
Minshawy_Murattal_128kbps,88,19,2,2420,3350,0,Minshawy_Murattal_128kbps/088019.wav
Minshawy_Murattal_128kbps,88,19,3,3360,4450,0,Minshawy_Murattal_128kbps/088019.wav
Mohammad_al_Tablaway_128kbps,88,19,0,300,1180,0,Mohammad_al_Tablaway_128kbps/088019.wav
Mohammad_al_Tablaway_128kbps,88,19,1,1190,3020,0,Mohammad_al_Tablaway_128kbps/088019.wav
Mohammad_al_Tablaway_128kbps,88,19,2,3030,4290,0,Mohammad_al_Tablaway_128kbps/088019.wav
Mohammad_al_Tablaway_128kbps,88,19,3,4300,5700,0,Mohammad_al_Tablaway_128kbps/088019.wav
Saood_ash-Shuraym_128kbps,88,19,0,110,530,0,Saood_ash-Shuraym_128kbps/088019.wav
Saood_ash-Shuraym_128kbps,88,19,1,540,1300,0,Saood_ash-Shuraym_128kbps/088019.wav
Saood_ash-Shuraym_128kbps,88,19,2,1310,1780,0,Saood_ash-Shuraym_128kbps/088019.wav
Saood_ash-Shuraym_128kbps,88,19,3,1790,2330,0,Saood_ash-Shuraym_128kbps/088019.wav
Abdul_Basit_Murattal_64kbps,88,20,0,300,900,0,Abdul_Basit_Murattal_64kbps/088020.wav
Abdul_Basit_Murattal_64kbps,88,20,1,910,1770,0,Abdul_Basit_Murattal_64kbps/088020.wav
Abdul_Basit_Murattal_64kbps,88,20,2,1780,2400,0,Abdul_Basit_Murattal_64kbps/088020.wav
Abdul_Basit_Murattal_64kbps,88,20,3,2410,3590,0,Abdul_Basit_Murattal_64kbps/088020.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,20,0,100,640,0,Abu_Bakr_Ash-Shaatree_128kbps/088020.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,20,1,650,1480,0,Abu_Bakr_Ash-Shaatree_128kbps/088020.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,20,2,1490,2070,0,Abu_Bakr_Ash-Shaatree_128kbps/088020.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,20,3,2080,2900,0,Abu_Bakr_Ash-Shaatree_128kbps/088020.wav
Alafasy_128kbps,88,20,0,30,570,0,Alafasy_128kbps/088020.wav
Alafasy_128kbps,88,20,1,580,1460,0,Alafasy_128kbps/088020.wav
Alafasy_128kbps,88,20,2,1470,2010,0,Alafasy_128kbps/088020.wav
Alafasy_128kbps,88,20,3,2020,2910,0,Alafasy_128kbps/088020.wav
Hani_Rifai_192kbps,88,20,0,160,820,0,Hani_Rifai_192kbps/088020.wav
Hani_Rifai_192kbps,88,20,1,830,1600,0,Hani_Rifai_192kbps/088020.wav
Hani_Rifai_192kbps,88,20,2,1610,2230,0,Hani_Rifai_192kbps/088020.wav
Hani_Rifai_192kbps,88,20,3,2240,3110,0,Hani_Rifai_192kbps/088020.wav
Husary_64kbps,88,20,0,1100,2010,0,Husary_64kbps/088020.wav
Husary_64kbps,88,20,1,2020,3520,0,Husary_64kbps/088020.wav
Husary_64kbps,88,20,2,3530,4690,0,Husary_64kbps/088020.wav
Husary_64kbps,88,20,3,4700,6550,0,Husary_64kbps/088020.wav
Minshawy_Murattal_128kbps,88,20,0,300,1070,0,Minshawy_Murattal_128kbps/088020.wav
Minshawy_Murattal_128kbps,88,20,1,1080,2300,0,Minshawy_Murattal_128kbps/088020.wav
Minshawy_Murattal_128kbps,88,20,2,2310,3200,0,Minshawy_Murattal_128kbps/088020.wav
Minshawy_Murattal_128kbps,88,20,3,3210,4410,0,Minshawy_Murattal_128kbps/088020.wav
Mohammad_al_Tablaway_128kbps,88,20,0,600,1470,0,Mohammad_al_Tablaway_128kbps/088020.wav
Mohammad_al_Tablaway_128kbps,88,20,1,1480,3040,0,Mohammad_al_Tablaway_128kbps/088020.wav
Mohammad_al_Tablaway_128kbps,88,20,2,3050,4220,0,Mohammad_al_Tablaway_128kbps/088020.wav
Mohammad_al_Tablaway_128kbps,88,20,3,4230,5720,0,Mohammad_al_Tablaway_128kbps/088020.wav
Saood_ash-Shuraym_128kbps,88,20,0,70,460,0,Saood_ash-Shuraym_128kbps/088020.wav
Saood_ash-Shuraym_128kbps,88,20,1,470,1060,0,Saood_ash-Shuraym_128kbps/088020.wav
Saood_ash-Shuraym_128kbps,88,20,2,1070,1500,0,Saood_ash-Shuraym_128kbps/088020.wav
Saood_ash-Shuraym_128kbps,88,20,3,1510,2200,0,Saood_ash-Shuraym_128kbps/088020.wav
Abdul_Basit_Murattal_64kbps,88,21,0,750,1750,0,Abdul_Basit_Murattal_64kbps/088021.wav
Abdul_Basit_Murattal_64kbps,88,21,1,1760,4690,0,Abdul_Basit_Murattal_64kbps/088021.wav
Abdul_Basit_Murattal_64kbps,88,21,2,4700,5970,0,Abdul_Basit_Murattal_64kbps/088021.wav
Abdul_Basit_Murattal_64kbps,88,21,3,5980,7170,0,Abdul_Basit_Murattal_64kbps/088021.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,21,0,130,1130,0,Abu_Bakr_Ash-Shaatree_128kbps/088021.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,21,1,1140,2260,0,Abu_Bakr_Ash-Shaatree_128kbps/088021.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,21,2,2270,4410,0,Abu_Bakr_Ash-Shaatree_128kbps/088021.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,21,3,4420,5410,0,Abu_Bakr_Ash-Shaatree_128kbps/088021.wav
Alafasy_128kbps,88,21,0,30,910,0,Alafasy_128kbps/088021.wav
Alafasy_128kbps,88,21,1,920,3980,0,Alafasy_128kbps/088021.wav
Alafasy_128kbps,88,21,2,3990,5200,0,Alafasy_128kbps/088021.wav
Alafasy_128kbps,88,21,3,5210,6180,0,Alafasy_128kbps/088021.wav
Hani_Rifai_192kbps,88,21,0,790,1690,0,Hani_Rifai_192kbps/088021.wav
Hani_Rifai_192kbps,88,21,1,1700,3250,0,Hani_Rifai_192kbps/088021.wav
Hani_Rifai_192kbps,88,21,2,3260,4150,0,Hani_Rifai_192kbps/088021.wav
Hani_Rifai_192kbps,88,21,3,4160,5190,0,Hani_Rifai_192kbps/088021.wav
Husary_64kbps,88,21,0,550,2260,0,Husary_64kbps/088021.wav
Husary_64kbps,88,21,1,2270,5530,0,Husary_64kbps/088021.wav
Husary_64kbps,88,21,2,5540,7070,0,Husary_64kbps/088021.wav
Husary_64kbps,88,21,3,7080,8760,0,Husary_64kbps/088021.wav
Minshawy_Murattal_128kbps,88,21,0,200,1570,0,Minshawy_Murattal_128kbps/088021.wav
Minshawy_Murattal_128kbps,88,21,1,1580,4930,0,Minshawy_Murattal_128kbps/088021.wav
Minshawy_Murattal_128kbps,88,21,2,4940,6290,0,Minshawy_Murattal_128kbps/088021.wav
Minshawy_Murattal_128kbps,88,21,3,6300,7640,0,Minshawy_Murattal_128kbps/088021.wav
Mohammad_al_Tablaway_128kbps,88,21,0,850,2380,0,Mohammad_al_Tablaway_128kbps/088021.wav
Mohammad_al_Tablaway_128kbps,88,21,1,2390,5310,0,Mohammad_al_Tablaway_128kbps/088021.wav
Mohammad_al_Tablaway_128kbps,88,21,2,5320,7340,0,Mohammad_al_Tablaway_128kbps/088021.wav
Mohammad_al_Tablaway_128kbps,88,21,3,7350,8800,0,Mohammad_al_Tablaway_128kbps/088021.wav
Saood_ash-Shuraym_128kbps,88,21,0,130,790,0,Saood_ash-Shuraym_128kbps/088021.wav
Saood_ash-Shuraym_128kbps,88,21,1,800,1590,0,Saood_ash-Shuraym_128kbps/088021.wav
Saood_ash-Shuraym_128kbps,88,21,2,1600,2510,0,Saood_ash-Shuraym_128kbps/088021.wav
Saood_ash-Shuraym_128kbps,88,21,3,2520,3230,0,Saood_ash-Shuraym_128kbps/088021.wav
Abdul_Basit_Murattal_64kbps,88,22,0,650,1110,0,Abdul_Basit_Murattal_64kbps/088022.wav
Abdul_Basit_Murattal_64kbps,88,22,1,1120,2990,0,Abdul_Basit_Murattal_64kbps/088022.wav
Abdul_Basit_Murattal_64kbps,88,22,2,3000,4340,0,Abdul_Basit_Murattal_64kbps/088022.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,22,0,170,670,0,Abu_Bakr_Ash-Shaatree_128kbps/088022.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,22,1,680,2140,0,Abu_Bakr_Ash-Shaatree_128kbps/088022.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,22,2,2150,3440,0,Abu_Bakr_Ash-Shaatree_128kbps/088022.wav
Alafasy_128kbps,88,22,0,30,590,0,Alafasy_128kbps/088022.wav
Alafasy_128kbps,88,22,1,600,2210,0,Alafasy_128kbps/088022.wav
Alafasy_128kbps,88,22,2,2220,3420,0,Alafasy_128kbps/088022.wav
Hani_Rifai_192kbps,88,22,0,150,620,0,Hani_Rifai_192kbps/088022.wav
Hani_Rifai_192kbps,88,22,1,630,1920,0,Hani_Rifai_192kbps/088022.wav
Hani_Rifai_192kbps,88,22,2,1930,3120,0,Hani_Rifai_192kbps/088022.wav
Husary_64kbps,88,22,0,600,1380,0,Husary_64kbps/088022.wav
Husary_64kbps,88,22,1,1390,3930,0,Husary_64kbps/088022.wav
Husary_64kbps,88,22,2,3940,6090,0,Husary_64kbps/088022.wav
Minshawy_Murattal_128kbps,88,22,0,380,1060,0,Minshawy_Murattal_128kbps/088022.wav
Minshawy_Murattal_128kbps,88,22,1,1070,3230,0,Minshawy_Murattal_128kbps/088022.wav
Minshawy_Murattal_128kbps,88,22,2,3240,4950,0,Minshawy_Murattal_128kbps/088022.wav
Mohammad_al_Tablaway_128kbps,88,22,0,800,1550,0,Mohammad_al_Tablaway_128kbps/088022.wav
Mohammad_al_Tablaway_128kbps,88,22,1,1560,4100,0,Mohammad_al_Tablaway_128kbps/088022.wav
Mohammad_al_Tablaway_128kbps,88,22,2,4110,6110,0,Mohammad_al_Tablaway_128kbps/088022.wav
Saood_ash-Shuraym_128kbps,88,22,0,60,460,0,Saood_ash-Shuraym_128kbps/088022.wav
Saood_ash-Shuraym_128kbps,88,22,1,470,1400,0,Saood_ash-Shuraym_128kbps/088022.wav
Saood_ash-Shuraym_128kbps,88,22,2,1410,2370,0,Saood_ash-Shuraym_128kbps/088022.wav
Abdul_Basit_Murattal_64kbps,88,23,0,900,1660,0,Abdul_Basit_Murattal_64kbps/088023.wav
Abdul_Basit_Murattal_64kbps,88,23,1,1670,2770,0,Abdul_Basit_Murattal_64kbps/088023.wav
Abdul_Basit_Murattal_64kbps,88,23,2,2780,3890,0,Abdul_Basit_Murattal_64kbps/088023.wav
Abdul_Basit_Murattal_64kbps,88,23,3,3900,5000,0,Abdul_Basit_Murattal_64kbps/088023.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,23,0,110,930,0,Abu_Bakr_Ash-Shaatree_128kbps/088023.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,23,1,940,1750,0,Abu_Bakr_Ash-Shaatree_128kbps/088023.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,23,2,1760,2780,0,Abu_Bakr_Ash-Shaatree_128kbps/088023.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,23,3,2790,3710,0,Abu_Bakr_Ash-Shaatree_128kbps/088023.wav
Alafasy_128kbps,88,23,0,30,800,0,Alafasy_128kbps/088023.wav
Alafasy_128kbps,88,23,1,810,1840,0,Alafasy_128kbps/088023.wav
Alafasy_128kbps,88,23,2,1850,3000,0,Alafasy_128kbps/088023.wav
Alafasy_128kbps,88,23,3,3010,3790,0,Alafasy_128kbps/088023.wav
Hani_Rifai_192kbps,88,23,0,60,810,0,Hani_Rifai_192kbps/088023.wav
Hani_Rifai_192kbps,88,23,1,820,1620,0,Hani_Rifai_192kbps/088023.wav
Hani_Rifai_192kbps,88,23,2,1630,2600,0,Hani_Rifai_192kbps/088023.wav
Hani_Rifai_192kbps,88,23,3,2610,3450,0,Hani_Rifai_192kbps/088023.wav
Husary_64kbps,88,23,0,700,1950,0,Husary_64kbps/088023.wav
Husary_64kbps,88,23,1,1960,3000,0,Husary_64kbps/088023.wav
Husary_64kbps,88,23,2,3010,5020,0,Husary_64kbps/088023.wav
Husary_64kbps,88,23,3,5030,6570,0,Husary_64kbps/088023.wav
Minshawy_Murattal_128kbps,88,23,0,280,1440,0,Minshawy_Murattal_128kbps/088023.wav
Minshawy_Murattal_128kbps,88,23,1,1450,2430,0,Minshawy_Murattal_128kbps/088023.wav
Minshawy_Murattal_128kbps,88,23,2,2440,3970,0,Minshawy_Murattal_128kbps/088023.wav
Minshawy_Murattal_128kbps,88,23,3,3980,5040,0,Minshawy_Murattal_128kbps/088023.wav
Mohammad_al_Tablaway_128kbps,88,23,0,600,1860,0,Mohammad_al_Tablaway_128kbps/088023.wav
Mohammad_al_Tablaway_128kbps,88,23,1,1870,3300,0,Mohammad_al_Tablaway_128kbps/088023.wav
Mohammad_al_Tablaway_128kbps,88,23,2,3310,5280,0,Mohammad_al_Tablaway_128kbps/088023.wav
Mohammad_al_Tablaway_128kbps,88,23,3,5290,6300,0,Mohammad_al_Tablaway_128kbps/088023.wav
Saood_ash-Shuraym_128kbps,88,23,0,50,550,0,Saood_ash-Shuraym_128kbps/088023.wav
Saood_ash-Shuraym_128kbps,88,23,1,560,1000,0,Saood_ash-Shuraym_128kbps/088023.wav
Saood_ash-Shuraym_128kbps,88,23,2,1010,1790,0,Saood_ash-Shuraym_128kbps/088023.wav
Saood_ash-Shuraym_128kbps,88,23,3,1800,2460,0,Saood_ash-Shuraym_128kbps/088023.wav
Abdul_Basit_Murattal_64kbps,88,24,0,700,2330,0,Abdul_Basit_Murattal_64kbps/088024.wav
Abdul_Basit_Murattal_64kbps,88,24,1,2340,2970,0,Abdul_Basit_Murattal_64kbps/088024.wav
Abdul_Basit_Murattal_64kbps,88,24,2,2980,4020,0,Abdul_Basit_Murattal_64kbps/088024.wav
Abdul_Basit_Murattal_64kbps,88,24,3,4030,5190,0,Abdul_Basit_Murattal_64kbps/088024.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,24,0,160,1710,0,Abu_Bakr_Ash-Shaatree_128kbps/088024.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,24,1,1720,2430,0,Abu_Bakr_Ash-Shaatree_128kbps/088024.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,24,2,2440,3430,0,Abu_Bakr_Ash-Shaatree_128kbps/088024.wav
Abu_Bakr_Ash-Shaatree_128kbps,88,24,3,3440,4520,0,Abu_Bakr_Ash-Shaatree_128kbps/088024.wav
Alafasy_128kbps,88,24,0,30,1410,0,Alafasy_128kbps/088024.wav
Alafasy_128kbps,88,24,1,1420,2280,0,Alafasy_128kbps/088024.wav
Alafasy_128kbps,88,24,2,2290,3350,0,Alafasy_128kbps/088024.wav
Alafasy_128kbps,88,24,3,3360,4400,0,Alafasy_128kbps/088024.wav
Hani_Rifai_192kbps,88,24,0,120,1640,0,Hani_Rifai_192kbps/088024.wav
Hani_Rifai_192kbps,88,24,1,1650,2240,0,Hani_Rifai_192kbps/088024.wav
Hani_Rifai_192kbps,88,24,2,2250,3210,0,Hani_Rifai_192kbps/088024.wav
Hani_Rifai_192kbps,88,24,3,3220,4050,0,Hani_Rifai_192kbps/088024.wav
Husary_64kbps,88,24,0,500,2980,0,Husary_64kbps/088024.wav
Husary_64kbps,88,24,1,2990,4420,0,Husary_64kbps/088024.wav
Husary_64kbps,88,24,2,4430,6310,0,Husary_64kbps/088024.wav
